name	version	description	downloads_monthly	repository	homepage	license	keywords	published	updated	featured
@mdxui/role-based-agent	0.2.0	Role-Based Agent site template — landing components for AI hires that own a role (e.g., AI CFO, AI VP of Sales). Composes @mdxui/neo blocks with role-badge + capabilities pattern.	1117	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,landing-page,role-based-agent,ai,marketing,components,templates	2026-05-28T14:36:00.398Z	2026-06-10T17:03:32.499Z	false
@mdxui/primitives	6.1.0	> Low-level UI components for the mdxui ecosystem.	1109			MIT		2025-12-23T12:36:34.211Z	2026-06-10T16:36:11.009Z	false
@mdxui/themes	6.2.0	Design tokens, CSS variables, and theme management for mdxui	846	https://github.com/dot-do/ui	https://github.com/dot-do/ui/tree/main/packages/themes#readme	MIT	themes,design-tokens,css-variables,dark-mode,light-mode,theme-switcher,zustand,react,tailwind,mdxui	2025-12-23T12:36:30.274Z	2026-06-13T18:06:52.916Z	false
@mdxui/beacon	7.0.0	Site template components for mdxui - landing pages, hero sections, and marketing components	638	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,landing-page,hero,marketing,components,templates	2025-12-23T12:36:45.467Z	2026-01-29T23:13:11.164Z	false
@mdxui/auth	1.5.3	Authentication components and WorkOS AuthKit wrappers for mdxui	509	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,auth,authentication,workos,authkit,identity	2026-01-24T14:38:23.898Z	2026-06-10T17:00:47.201Z	false
@mdxui/fumadocs	1.9.0	Fumadocs UI components and utilities for MDX documentation sites	497	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxui,fumadocs,nextjs,mdx,documentation,react,ui	2025-12-20T12:31:22.576Z	2025-12-20T12:31:22.852Z	false
@mdxui/admin	6.0.3	Pure UI components for admin dashboards - bring your own data layer	492	https://github.com/dot-do/ui	https://github.com/dot-do/ui#readme	MIT		2026-01-11T12:25:44.416Z	2026-06-23T15:36:56.959Z	false
@mdxui/cockpit	7.0.7	App template components for mdxui - developer dashboards, auth flows, and SaaS patterns	460	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,dashboard,developer-portal,saas,auth,components	2025-12-23T12:36:54.044Z	2026-06-23T15:36:27.392Z	false
@mdxui/widgets	6.1.1	Complex, interactive UI widgets for building applications.	399			MIT		2024-12-24T13:34:16.765Z	2026-06-10T17:01:37.912Z	false
@mdxui/screenshots	0.2.0	Dashboard + browser-frame screenshot mocks for landing-page hero media (BrowserFrame, DashboardShell, panels, cells, grids)	360	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,screenshots,dashboard,browser-frame,hero,landing-page,components	2026-05-26T22:13:59.512Z	2026-05-29T12:18:47.652Z	false
@mdxui/app	6.0.1	Abstract application framework layer for building admin interfaces and SaaS applications with React. Provides a "Bring Your Own Backend" architecture where you implement the data and auth providers while the framework handles UI composition, navigation, t	347			MIT		2026-01-12T15:42:46.260Z	2026-06-10T17:01:50.945Z	false
@mdxui/do	4.0.10	Admin interface for .do platform - manage Durable Objects via RPC	276			MIT		2026-01-12T15:43:25.583Z	2026-06-23T15:38:08.852Z	false
@mdxui/zero	6.0.1	Zero Email components for mdxui - AI-powered email client UI	246			MIT		2026-01-24T14:38:23.846Z	2026-02-12T20:57:14.387Z	false
@mdxui/types	1.0.2	Core TypeScript types extending schema-dts for MDXUI	230	https://github.com/ai-primitives/mdxui	https://github.com/ai-primitives/mdxui#readme	MIT	mdx,typescript,schema,yaml-ld,types	2024-12-15T18:58:23.362Z	2024-12-27T17:39:06.883Z	false
@mdxui/marketing	1.0.2	Landing page and marketing site components for MDXUI	224	https://github.com/ai-primitives/mdxui	https://github.com/ai-primitives/mdxui#readme	MIT	mdx,marketing,landing-page,react,components	2024-12-24T13:33:47.977Z	2024-12-27T17:38:45.129Z	false
@mdxui/terminal	6.0.0	OpenTUI renderer for MDXUI primitives - build CLI dashboards with the same components as web	224			MIT	mdxui,terminal,cli,tui,opentui,dashboard	2026-01-11T12:19:34.974Z	2026-01-24T14:38:13.585Z	false
@mdxui/tanstack	0.2.0	A highly opinionated, MDX-first framework for static pre-rendering, SPA, and SSR — powered by TanStack Start, deployed anywhere or on Cloudflare Workers.	211			MIT		2026-02-12T20:57:13.913Z	2026-02-12T22:40:31.430Z	false
@mdxui/blog	1.0.2	Blog-specific layouts and components for MDXUI	196	https://github.com/ai-primitives/mdxui	https://github.com/ai-primitives/mdxui#readme	MIT	mdx,blog,react,components,layouts	2024-12-23T16:18:49.789Z	2024-12-27T17:38:13.345Z	false
@mdxui/docs	1.0.2	Documentation site layouts and components for MDXUI	189	https://github.com/ai-primitives/mdxui	https://github.com/ai-primitives/mdxui#readme	MIT	mdx,docs,documentation,react,components	2024-12-24T13:33:39.742Z	2024-12-27T17:38:34.473Z	false
@mdxui/dialect	0.2.0	Shared dialect layer for the @mdxui template family — the theming/chrome shell (DialectShell + NeoChrome) and the uniform DialectViewProps contract every dialect view (services, named, role-based-agent) composes. One place owns <Site> wrapping, the page e	189	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,landing-page,dialect,shell,chrome,templates	2026-05-29T13:51:34.467Z	2026-06-10T16:37:04.155Z	false
@mdxui/shared	1.0.2	Shared components, layouts, and utilities for MDXUI	186	https://github.com/ai-primitives/mdxui	https://github.com/ai-primitives/mdxui#readme	MIT	mdx,react,components,layouts,utilities	2024-12-24T13:33:55.887Z	2024-12-27T17:38:56.050Z	false
@mdxui/payload	6.0.7	Payload CMS admin components and field UI for mdxui	178			MIT		2026-01-24T14:37:59.458Z	2026-02-12T20:57:14.166Z	false
@mdxui/dashboard	1.0.2	Application dashboard shells and components for MDXUI	170	https://github.com/ai-primitives/mdxui	https://github.com/ai-primitives/mdxui#readme	MIT	mdx,dashboard,admin,react,components	2024-12-24T13:33:30.946Z	2024-12-27T17:38:24.271Z	false
@mdxui/tremor	7.0.0	Tremor template wrappers implementing the mdxui interface - analytics dashboards, landing pages, and marketing sites	161	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,tremor,react,dashboard,analytics,charts,components	2026-01-24T14:38:33.282Z	2026-02-12T20:57:30.280Z	false
@mdxui/api	6.0.0	JSON/HATEOAS renderer for MDXUI - expose your UI as a navigable API	136			MIT	mdxui,api,rest,hateoas,openapi,hypermedia	2026-01-24T14:37:51.504Z	2026-01-24T14:37:51.771Z	false
@mdxui/dashboard-panels	6.0.0	Dashboard component library for screenshot generation and marketing visuals.	134					2026-01-24T14:38:06.289Z	2026-01-24T14:38:06.569Z	false
@mdxui/directory	6.0.0	A flexible directory/catalog component package for displaying collections of items with search, filtering, and navigation capabilities.	132			MIT		2026-01-24T14:37:50.991Z	2026-01-24T14:37:51.237Z	false
@mdxui/issues	6.0.1		61			MIT		2026-01-24T14:37:54.583Z	2026-02-12T20:57:13.509Z	false
@mdxui/navigation	6.0.0	Type-safe navigation for MDXUI - works across web, terminal, and API renderers	60			MIT	mdxui,navigation,routing,tanstack,terminal,cli	2026-01-24T14:37:58.999Z	2026-01-24T14:37:59.252Z	false
@mdxui/dochat	3.0.1	AI chat components for MDXUI - build conversational AI experiences	56			MIT		2026-01-24T14:38:33.124Z	2026-01-24T14:38:33.403Z	false
@mdxui/discovery	6.0.0	Directory and listing template components for mdxui - directories, catalogs, and discovery pages	54	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,directory,listing,catalog,discovery,components	2026-01-24T14:38:22.498Z	2026-01-24T14:38:22.773Z	false
@mdxui/soc2	6.0.0	SOC2 compliance components for trust centers and compliance portals	47			MIT		2026-01-24T14:38:06.139Z	2026-01-24T14:38:06.429Z	false
@db4/client	0.1.2	Client SDK for db4 document database with real-time subscriptions	75	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,document-database,cloudflare,workers,durable-objects,client,sdk	2026-01-20T11:31:35.245Z	2026-01-23T17:20:09.212Z	false
@db4/query	0.1.2	Query planning, zone map pruning, bloom filter checks, and cost estimation for db4	74	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,query,planner,zone-maps,bloom-filter,pruning,cloudflare,workers	2026-01-20T11:31:49.473Z	2026-01-23T17:20:33.306Z	false
@db4/core	0.1.2	Core types, interfaces, and utilities for db4 document database	71	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,document-database,cloudflare,workers,durable-objects	2026-01-20T11:28:21.854Z	2026-01-23T17:20:12.041Z	false
@db4/do	0.1.2	Durable Object implementation for db4 - edge-native storage with SQLite and automatic coordination	58	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,durable-objects,cloudflare,workers,sqlite,edge-database	2026-01-20T11:31:45.957Z	2026-01-23T17:20:17.886Z	false
@db4/rpc	0.1.2	CapnWeb magic-map RPC for db4 document database	49	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,rpc,capnproto,cloudflare,workers,durable-objects,magic-map	2026-01-20T11:32:10.860Z	2026-01-23T17:20:40.713Z	false
@db4/ai	0.1.2	AI capabilities for db4 - embeddings, generations, and vector operations	46	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,ai,embeddings,generations,vector-operations,cloudflare,workers,durable-objects	2026-01-20T11:28:45.512Z	2026-01-23T17:19:58.168Z	false
@db4/vortex	0.1.2	Native columnar query engine with 100x faster random access than Parquet	46	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,vortex,columnar,cloudflare,workers,durable-objects,encoding	2026-01-20T11:31:56.607Z	2026-01-23T17:20:56.166Z	false
@db4/mcp	0.1.2	Model Context Protocol (MCP) server for db4 - enables AI agents to interact with db4 databases	45	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,mcp,model-context-protocol,ai,claude,llm,database,tools	2026-01-20T11:32:07.678Z	2026-01-23T17:20:27.621Z	false
@db4/schema	0.1.2	IceType schema compiler for db4 - concise, human-readable schema language with TypeScript inference	38	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,icetype,schema,parser,cloudflare,workers,typescript	2026-01-20T11:32:18.098Z	2026-01-23T17:20:44.089Z	false
@db4/storage	0.1.2	Three-tier storage abstraction for db4 - intelligent data tiering from edge to object storage	37	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,storage,tiering,cloudflare,workers,durable-objects,r2,cache	2026-01-20T11:31:52.804Z	2026-01-23T17:20:47.016Z	false
@db4/iceberg	0.1.2	CDC to Iceberg streaming for db4 - Change Data Capture and Parquet file generation	36	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,iceberg,cdc,change-data-capture,parquet,streaming,cloudflare,workers,r2	2026-01-20T11:29:15.327Z	2026-01-23T17:20:24.666Z	false
@db4/supabase	0.1.1	Supabase API compatibility layer for db4 - PostgREST-style queries, real-time subscriptions, and auth	34	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,supabase,compatibility,postgrest,cloudflare,workers,durable-objects,realtime	2026-01-20T11:29:06.185Z	2026-01-23T17:21:26.952Z	false
@db4/planetscale	0.1.1	PlanetScale compatibility layer for db4 document database	33	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,planetscale,mysql,vitess,serverless,edge,cloudflare,workers	2026-01-20T11:29:04.140Z	2026-01-23T17:21:22.151Z	false
@db4/firebase	0.1.1	Firebase/Firestore compatibility layer for db4 document database	32	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,firebase,firestore,compatibility,cloudflare,workers,durable-objects	2026-01-20T11:28:53.727Z	2026-01-23T17:21:07.321Z	false
@db4/hyperdrive	0.1.1	External Postgres via Cloudflare Hyperdrive compatibility layer for db4	30	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,hyperdrive,postgres,postgresql,cloudflare,workers,connection-pooling	2026-01-20T11:28:55.702Z	2026-01-23T17:21:10.081Z	false
@db4/pglite	0.1.1	PGlite compatibility layer for in-browser/edge Postgres with db4 storage interface	30	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,pglite,postgres,sqlite,wasm,browser,edge,cloudflare,workers,indexeddb,opfs	2026-01-20T11:29:02.104Z	2026-01-23T17:21:19.765Z	false
@db4/convex	0.1.1	Convex API compatibility layer for db4 - run Convex-compatible applications on Cloudflare Workers	30	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,convex,compatibility,cloudflare,workers,durable-objects,baas,backend-as-a-service	2026-01-20T11:32:32.860Z	2026-01-23T17:21:04.665Z	false
@db4/replication	0.1.2	Read replica management and routing for db4 document database	28	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,document-database,cloudflare,workers,durable-objects,replication,read-replicas,high-availability	2026-01-20T11:29:25.629Z	2026-01-23T17:20:35.792Z	false
@db4/postgres	0.1.1	PostgreSQL wire protocol implementation for db4 document database	28	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,postgres,postgresql,wire-protocol,document-database,cloudflare,workers	2026-01-20T11:32:53.127Z	2026-01-23T17:21:24.588Z	false
@db4/temporal	0.1.1	EXPERIMENTAL: Temporal-compatible API definitions for db4 workflows. Provides type-safe workflow, activity, signal, and query interfaces. Runtime execution integration with Durable Objects is not yet implemented.	28	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,temporal,workflow,activities,signals,queries,durable-objects,cloudflare,workers,orchestration	2026-01-20T11:29:08.324Z	2026-01-23T17:21:29.240Z	false
@db4/cli	0.1.2	Command line interface for db4	27	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,cli,cloudflare,workers,durable-objects	2026-01-20T11:28:43.483Z	2026-01-23T17:20:06.492Z	false
@db4/drizzle	0.1.2	Drizzle ORM adapter for db4 document database	27	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,drizzle,orm,sqlite,cloudflare,workers,durable-objects	2026-01-23T17:20:20.282Z	2026-01-23T17:20:20.553Z	false
@db4/auth	0.1.2	JWT validation and authentication for db4 document database	27	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,auth,jwt,jwks,cloudflare,workers	2026-01-20T11:28:41.420Z	2026-01-23T17:20:00.937Z	false
@db4/nats	0.1.1	NATS messaging compatibility layer for db4 document database	27	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,nats,messaging,pubsub,jetstream,cloudflare,workers,durable-objects	2026-01-20T11:28:59.669Z	2026-01-23T17:21:17.397Z	false
@db4/cloudflare	0.1.1	Cloudflare API compatibility layers for db4 - Workflows, KV, and more	27	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,cloudflare,workflows,kv,workers,durable-objects,step-functions,orchestration	2026-01-20T11:28:49.919Z	2026-01-23T17:21:01.624Z	false
@db4/rest	0.1.2	Hono-based REST API with PostgREST-style and JSON:API support for db4	26	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,rest,api,hono,postgrest,jsonapi,openapi,cloudflare,workers	2026-01-20T11:32:14.450Z	2026-01-23T17:20:38.150Z	false
@db4/cache	0.1.2	Edge Cache warm tier for db4 - intelligent caching with invalidation, TTL, and multi-node coherence	26	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,cache,edge-cache,warm-tier,invalidation,ttl,cloudflare,workers	2026-01-20T11:28:47.888Z	2026-01-23T17:20:03.830Z	false
@db4/turso	0.1.1	Turso/libSQL compatibility layer for db4 document database	26	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,turso,libsql,sqlite,edge,embedded-replicas,document-database,cloudflare,workers	2026-01-20T11:29:12.102Z	2026-01-23T17:21:31.576Z	false
@db4/payload	0.1.2	Payload CMS database adapter for db4	25	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,payload,payload-cms,database-adapter,document-database,cloudflare,workers	2026-01-23T17:20:29.978Z	2026-01-23T17:20:30.213Z	false
@db4/inngest	0.1.1	Inngest compatibility layer for event-driven functions in db4	23	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,inngest,event-driven,functions,cloudflare,workers,durable-objects	2026-01-20T11:28:57.666Z	2026-01-23T17:21:12.626Z	false
@db4/mongo	0.1.1	MongoDB API compatibility layer for db4 - run MongoDB-compatible applications on Cloudflare Workers	22	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,mongodb,compatibility,cloudflare,workers,durable-objects,nosql,document-database	2026-01-20T11:32:48.836Z	2026-01-23T17:21:14.981Z	false
@db4/worker	0.1.2	Cloudflare Worker runtime for db4 - deploy your database to the edge with zero configuration	20	https://github.com/dot-do/db4	https://db4.ai	MIT	db4,cloudflare,workers,durable-objects,edge-database,serverless	2026-01-23T17:20:58.418Z	2026-01-23T17:20:58.726Z	false
@db4/store	0.1.2	Durable Object storage layer for IceType schemas - document store, sharding, relations, and CDC streaming to Iceberg	17	https://github.com/dot-do/db4	https://db4.ai	MIT	iceberg,cloudflare,workers,durable-objects,sqlite,document-store,sharding,icetype,cdc	2026-01-23T17:20:52.120Z	2026-01-23T17:20:52.466Z	false
@icetype/core	0.3.0	IceType schema language - parser, types, and validation	104	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,schema,parser,typescript,type-safe	2026-01-22T14:38:50.306Z	2026-02-03T11:24:53.708Z	false
@icetype/sqlite	0.3.0	IceType adapter for SQLite - generates DDL from IceType schemas	46	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,sqlite,adapter,schema,ddl,sql,typescript	2026-01-22T14:55:48.379Z	2026-02-03T11:30:56.985Z	false
@icetype/migrations	0.3.0	IceType migration generation and management infrastructure	41	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,migrations,schema,database,typescript	2026-01-22T14:39:06.151Z	2026-02-03T11:25:04.902Z	false
@icetype/adapters	0.3.0	IceType adapter abstraction layer for schema transformations	40	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,adapter,schema,iceberg,parquet,typescript	2026-01-22T14:38:40.887Z	2026-02-03T11:24:47.182Z	false
@icetype/cli	0.3.0	IceType CLI - schema management and code generation	39	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,cli,schema,codegen	2026-01-22T14:38:43.509Z	2026-02-03T11:24:49.582Z	false
@icetype/postgres	0.3.0	IceType adapter for PostgreSQL - generates DDL from IceType schemas	35	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,postgres,postgresql,adapter,schema,ddl,sql,typescript,drizzle	2026-01-22T14:39:14.800Z	2026-02-03T11:25:09.519Z	false
@icetype/iceberg	0.3.0	IceType to Apache Iceberg metadata and Parquet schema generation	34	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,iceberg,parquet,schema,data-lake	2026-01-22T14:39:00.692Z	2026-02-03T11:25:00.979Z	false
@icetype/sql-common	0.3.0	Shared SQL DDL utilities for IceType database adapters	31	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,sql,ddl,common,utilities,typescript	2026-01-22T14:55:45.255Z	2026-02-03T11:30:55.067Z	false
@icetype/duckdb	0.3.0	IceType adapter for DuckDB - generates DDL from IceType schemas	30	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,duckdb,adapter,schema,ddl,sql,typescript	2026-01-22T14:38:58.290Z	2026-02-03T11:24:58.979Z	false
@icetype/mysql	0.3.0	IceType adapter for MySQL - generates DDL from IceType schemas	30	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,mysql,adapter,schema,ddl,sql,typescript	2026-01-22T14:39:09.267Z	2026-02-03T11:25:07.307Z	false
@icetype/drizzle	0.3.0	IceType adapter for Drizzle ORM - generates Drizzle schema files from IceType schemas	29	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,drizzle,drizzle-orm,adapter,schema,orm,sql,typescript,postgres,mysql,sqlite	2026-01-22T14:38:55.562Z	2026-02-03T11:24:57.101Z	false
@icetype/clickhouse	0.3.0	IceType adapter for ClickHouse DDL generation	28	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,clickhouse,adapter,schema,ddl,typescript	2026-01-22T14:38:46.800Z	2026-02-03T11:24:51.556Z	false
@icetype/prisma	0.3.0	IceType adapter for Prisma - import and export Prisma schema files	28	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,prisma,schema,import,export,conversion,adapter,orm,typescript	2026-01-22T14:39:17.542Z	2026-02-03T11:25:11.542Z	false
@icetype/playground-core	0.1.0	Core library for IceType playground - schema parsing, type generation, and SQL output	23	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,playground,schema,editor,typescript	2026-01-22T14:39:11.854Z	2026-01-22T14:39:12.077Z	false
@icetype/test-utils	0.1.0	Shared test utilities and schema factories for IceType	19	https://github.com/dot-do/icetype	https://github.com/dot-do/icetype	MIT	icetype,testing,test-utils,schema-factories	2026-01-22T14:55:50.723Z	2026-01-22T14:55:51.018Z	false
@mdxld/schema	0.1.0	A TypeScript package with latest Schema.org Schema Typings	91	https://github.com/mdxld/schema	https://mdxld.org	Apache-2.0	typescript,tsd,dts,schema.org,Semantic Web,semantic-web,Linked Data,linked-data,jsonld,JSON-LD,structured data,structured-data	2025-05-21T09:31:28.711Z	2025-05-21T09:31:29.079Z	false
@mdxld/extract	1.9.1	Bi-directional MDX ↔ Markdown translation - extract structured data from rendered content	52	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdx,markdown,extract,parse,bidirectional,round-trip,template,cms,headless,ai	2025-12-20T12:30:46.998Z	2025-12-20T13:26:40.842Z	false
@mdxld/markdown	1.9.0	Bi-directional conversion between Objects and Markdown	42	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxld,markdown,convert,bidirectional,extract,render,structured-data	2025-12-20T13:13:05.378Z	2025-12-20T13:13:05.638Z	false
@mdxld/types	1.9.0	Shared type definitions for MDXLD format packages	28	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxld,types,format,typescript	2025-12-20T13:12:58.819Z	2025-12-20T13:12:59.062Z	false
@mdxld/remark	1.9.0	Remark plugin preset for MDXLD with GFM, attributes, and TypeScript support	25	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdx,mdxld,remark,remark-plugin,gfm,typescript,ast	2025-12-20T13:49:17.871Z	2025-12-20T13:49:18.107Z	false
@mdxld/compile	1.9.0	Compile MDX/JSX to executable JavaScript	25	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdx,mdxld,compile,jsx,transform	2025-12-20T13:49:30.742Z	2025-12-20T13:49:31.005Z	false
@mdxld/jsx	1.9.0	MDX compilation and build tooling - tsup/vite/esbuild plugins for MDX files	23	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxld,mdx,jsx,tsup,esbuild,vite,plugin,compile	2025-12-20T13:49:23.743Z	2025-12-20T13:49:24.027Z	false
@mdxld/ast	1.9.0	AST manipulation for MDXLD documents	19	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdx,mdxld,ast,parse,transform	2025-12-20T13:49:27.387Z	2025-12-20T13:49:27.596Z	false
@mdxld/ai	0.1.0		16					2025-05-21T12:17:24.860Z	2025-05-21T12:17:25.148Z	false
@mdxe/deploy	1.9.0	Unified deployment interface for MDX projects - deploy to .do, Cloudflare, Vercel, or GitHub Pages	48	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxe,deploy,do,cloudflare,vercel,github,github-pages,mdx	2025-12-20T12:30:59.226Z	2025-12-20T12:30:59.469Z	false
@mdxe/vercel	1.9.0	Deploy MDX projects to Vercel	37	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxe,vercel,deploy,mdx,serverless	2025-12-20T12:30:26.559Z	2025-12-20T12:30:26.802Z	false
@mdxe/payload	1.9.0	Generate and run Payload CMS apps on Cloudflare Workers using mdxdb	31	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxe,payload,payload-cms,cloudflare-workers,mdxdb,headless-cms,mdx,content-management	2025-12-20T12:31:45.839Z	2025-12-20T12:31:46.077Z	false
@mdxe/fumadocs	0.1.0	Zero-config Waku docs integration for mdxe - automatic docs site generation for Cloudflare Workers	30			MIT	mdx,waku,documentation,cloudflare,workers,react,zero-config	2025-12-20T12:30:40.757Z	2025-12-20T13:13:14.503Z	false
@mdxe/do	1.9.0	Deploy MDX projects to the .do platform	27	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxe,do,deploy,workers,serverless,mdx	2025-12-20T12:30:13.975Z	2025-12-20T12:30:14.221Z	false
@mdxe/cloudflare	1.9.0	Deploy MDX projects to Cloudflare Workers and Pages	21	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxe,cloudflare,workers,pages,deploy,mdx	2025-12-20T12:30:08.336Z	2025-12-20T12:30:08.644Z	false
@mdxe/github	1.9.0	Deploy MDX projects to GitHub Pages	20	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxe,github,github-pages,deploy,mdx	2025-12-20T12:30:20.426Z	2025-12-20T12:30:20.655Z	false
@mdxe/hono	1.9.0	Serve and render MDXLD documents with Hono	19	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxe,mdxld,hono,web,server,edge	2025-12-20T12:31:38.711Z	2025-12-20T12:31:38.995Z	false
@mdxdb/payload	1.9.0	Payload CMS database adapter for mdxdb - supports SQLite (Durable Objects) and ClickHouse backends on Cloudflare Workers	83	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxdb,payload,payload-cms,database,adapter,cloudflare-workers,sqlite,clickhouse,durable-objects	2025-12-18T09:16:57.936Z	2025-12-20T12:31:30.659Z	false
@mdxdb/clickhouse	1.9.0	ClickHouse adapter for mdxdb - optimized for analytics and event sourcing	40	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxdb,clickhouse,analytics,database,adapter,event-sourcing,cloudflare-workers,git-sync,bi-directional-sync	2024-12-17T11:48:43.201Z	2025-12-20T12:31:14.451Z	false
@mdxdb/fs	1.9.0	Filesystem adapter for mdxdb - stores MDX documents as files	37	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxdb,filesystem,fs,adapter,mdx,database	2024-12-17T11:48:16.717Z	2025-12-20T12:30:53.349Z	false
@mdxdb/sqlite	1.9.0	Cloudflare Durable Objects SQLite adapter for mdxdb - namespace-isolated storage with Workers RPC	37	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxdb,sqlite,cloudflare,durable-objects,workers,database,adapter,mdx,vector,embeddings,rpc	2025-05-20T20:23:23.538Z	2025-12-20T12:30:32.110Z	false
@mdxdb/types	0.1.0		31					2024-12-17T11:47:08.023Z	2024-12-19T07:19:59.274Z	false
@mdxdb/fumadocs	1.9.0	Fumadocs content source adapter for mdxdb	24	https://github.com/ai-primitives/mdx.org.ai	https://github.com/ai-primitives/mdx.org.ai#readme	MIT	mdxdb,fumadocs,content-source,mdx,documentation	2025-12-20T12:31:06.981Z	2025-12-20T12:31:07.287Z	false
@mdxdb/fetch	0.0.1	HTTP/API provider for mdxdb	24			MIT	mdxdb,fetch,http,api	2024-12-17T11:47:50.847Z	2024-12-17T11:47:51.112Z	false
